incident_id,incident_date,severity_level,primary_root_cause,impacted_service,time_to_detect_mins,time_to_resolve_mins,customer_sla_breached,incident_commander,postmortem_document_url,financial_penalty_usd
INC-2026-06-0001,2026-001-09,"P0 - Critical Outage","BGP Route Flapping",Expensify Sync,9,60,NO,"Sarah Santos",https://wiki.helixforge.internal/postmortems/INC-2026-06-0001.md,0
INC-2026-06-0002,2026-001-28,"P2 - Minor Component Issue","Slurm GPU Out of Memory",Search Reranker,3,103,NO,"Soren Lindqvist",https://wiki.helixforge.internal/postmortems/INC-2026-06-0002.md,0
INC-2026-06-0003,2026-003-09,"P2 - Minor Component Issue","Database Connection Pool Exhaustion",Search Reranker,23,148,NO,"Ananya Nair",https://wiki.helixforge.internal/postmortems/INC-2026-06-0003.md,0
INC-2026-06-0004,2026-004-16,"P0 - Critical Outage","Expired TLS Certificate",Vector Engine API,17,92,YES (Credit Issued),"Ethan Bhat",https://wiki.helixforge.internal/postmortems/INC-2026-06-0004.md,15399
INC-2026-06-0005,2026-005-28,"P2 - Minor Component Issue","Corrupted Vector Index Partition",Workday Single Sign-On,25,104,NO,"Viktor Lindqvist",https://wiki.helixforge.internal/postmortems/INC-2026-06-0005.md,0
INC-2026-06-0006,2026-006-16,"P0 - Critical Outage","Corrupted Vector Index Partition",Expensify Sync,25,52,NO,"Dmitri Nair",https://wiki.helixforge.internal/postmortems/INC-2026-06-0006.md,0
INC-2026-06-0007,2026-005-15,"P2 - Minor Component Issue","Slurm GPU Out of Memory",Workday Single Sign-On,5,223,NO,"Carlos Ivanov",https://wiki.helixforge.internal/postmortems/INC-2026-06-0007.md,0
INC-2026-06-0008,2026-003-16,"P1 - Major Degradation","Upstream Provider Outage",Expensify Sync,3,32,NO,"Dmitri Wong",https://wiki.helixforge.internal/postmortems/INC-2026-06-0008.md,0
INC-2026-06-0009,2026-001-18,"P1 - Major Degradation","Upstream Provider Outage",Vector Engine API,2,209,NO,"Yuki Nair",https://wiki.helixforge.internal/postmortems/INC-2026-06-0009.md,0
INC-2026-06-0010,2026-002-01,"P1 - Major Degradation","Upstream Provider Outage",Expensify Sync,9,213,NO,"Raj Ivanov",https://wiki.helixforge.internal/postmortems/INC-2026-06-0010.md,0
INC-2026-06-0011,2026-003-17,"P1 - Major Degradation","BGP Route Flapping",Expensify Sync,25,129,NO,"Zoe Watanabe",https://wiki.helixforge.internal/postmortems/INC-2026-06-0011.md,0
