secret_path,secret_type,target_service,rotation_frequency_days,last_rotated_timestamp,next_rotation_due,rotation_mechanism,rotation_lead,audit_status,vault_cluster_id
"kv/prod/service-001/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-07T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Kaito Nair","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-002/credentials","API Bearer Token","microservice-runtime-v3",90,"2026-05-21T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Lucas Kim","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-003/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-21T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Fatima Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-004/credentials","SSH CA Signing Key","microservice-runtime-v5",90,"2026-05-17T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Dominic Santos","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-005/credentials","Database Master Password","microservice-runtime-v6",30,"2026-05-05T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Vance","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-006/credentials","API Bearer Token","microservice-runtime-v7",90,"2026-05-03T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Priya Kim","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-007/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-27T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Xavier Smith","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-008/credentials","SSH CA Signing Key","microservice-runtime-v9",90,"2026-05-09T10:00:00Z","2026-06-02T10:00:00Z","Manual YubiKey Escrow Procedure","Lucas Nguyen","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-009/credentials","TLS Private Key","microservice-runtime-v10",90,"2026-05-19T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Tanaka","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-10"
"kv/prod/service-010/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-21T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Santos","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-011/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-13T10:00:00Z","2026-06-15T10:00:00Z","Automated HashiCorp Vault Plugin","Xavier Ivanov","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-012/credentials","TLS Private Key","microservice-runtime-v3",90,"2026-05-17T10:00:00Z","2026-06-18T10:00:00Z","Manual YubiKey Escrow Procedure","Chloe Dubois","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-013/credentials","TLS Private Key","microservice-runtime-v4",90,"2026-05-19T10:00:00Z","2026-06-02T10:00:00Z","Automated HashiCorp Vault Plugin","Xavier Silva","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-014/credentials","API Bearer Token","microservice-runtime-v5",90,"2026-05-21T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Lin","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-015/credentials","Database Master Password","microservice-runtime-v6",30,"2026-05-17T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Ivanov","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-016/credentials","AWS IAM Credentials","microservice-runtime-v7",30,"2026-05-28T10:00:00Z","2026-06-23T10:00:00Z","Manual YubiKey Escrow Procedure","Sarah Silva","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-017/credentials","API Bearer Token","microservice-runtime-v8",90,"2026-05-25T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Hannah Takahashi","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-018/credentials","API Bearer Token","microservice-runtime-v9",90,"2026-05-11T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Santos","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-10"
"kv/prod/service-019/credentials","Database Master Password","microservice-runtime-v10",30,"2026-05-12T10:00:00Z","2026-06-13T10:00:00Z","Automated HashiCorp Vault Plugin","Raj Santos","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-020/credentials","SSH CA Signing Key","microservice-runtime-v1",90,"2026-05-17T10:00:00Z","2026-06-22T10:00:00Z","Manual YubiKey Escrow Procedure","Olivia Garcia","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-021/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-15T10:00:00Z","2026-06-01T10:00:00Z","Automated HashiCorp Vault Plugin","Hannah Watanabe","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-022/credentials","API Bearer Token","microservice-runtime-v3",90,"2026-05-15T10:00:00Z","2026-06-16T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Nair","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-023/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-27T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Ethan Kovacs","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-024/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-15T10:00:00Z","2026-06-27T10:00:00Z","Manual YubiKey Escrow Procedure","Lars Nair","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-025/credentials","Database Master Password","microservice-runtime-v6",30,"2026-05-07T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Xavier Thorne","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-026/credentials","AWS IAM Credentials","microservice-runtime-v7",30,"2026-05-24T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Novak","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-027/credentials","Database Master Password","microservice-runtime-v8",30,"2026-05-13T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Patel","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-10"
"kv/prod/service-028/credentials","AWS IAM Credentials","microservice-runtime-v9",30,"2026-05-03T10:00:00Z","2026-06-12T10:00:00Z","Manual YubiKey Escrow Procedure","Dmitri Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-029/credentials","AWS IAM Credentials","microservice-runtime-v10",30,"2026-05-05T10:00:00Z","2026-06-03T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Thorne","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-030/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-21T10:00:00Z","2026-06-06T10:00:00Z","Automated HashiCorp Vault Plugin","Xavier Silva","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-031/credentials","API Bearer Token","microservice-runtime-v2",90,"2026-05-07T10:00:00Z","2026-06-04T10:00:00Z","Automated HashiCorp Vault Plugin","Elena O'Connor","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-032/credentials","AWS IAM Credentials","microservice-runtime-v3",30,"2026-05-27T10:00:00Z","2026-06-21T10:00:00Z","Manual YubiKey Escrow Procedure","Dominic O'Connor","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-033/credentials","SSH CA Signing Key","microservice-runtime-v4",90,"2026-05-05T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Kovacs","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-034/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-04T10:00:00Z","2026-06-18T10:00:00Z","Automated HashiCorp Vault Plugin","Tariq Voss","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-035/credentials","Database Master Password","microservice-runtime-v6",30,"2026-05-01T10:00:00Z","2026-06-06T10:00:00Z","Automated HashiCorp Vault Plugin","Lucas Thorne","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-036/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-21T10:00:00Z","2026-06-25T10:00:00Z","Manual YubiKey Escrow Procedure","Olivia Lin","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-10"
"kv/prod/service-037/credentials","SSH CA Signing Key","microservice-runtime-v8",90,"2026-05-01T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Viktor Vance","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-038/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-10T10:00:00Z","2026-06-20T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Voss","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-039/credentials","AWS IAM Credentials","microservice-runtime-v10",30,"2026-05-18T10:00:00Z","2026-06-24T10:00:00Z","Automated HashiCorp Vault Plugin","Dmitri Ivanov","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-040/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-24T10:00:00Z","2026-06-24T10:00:00Z","Manual YubiKey Escrow Procedure","Gabriel Watanabe","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-041/credentials","Database Master Password","microservice-runtime-v2",30,"2026-05-01T10:00:00Z","2026-06-25T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Voss","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-042/credentials","API Bearer Token","microservice-runtime-v3",90,"2026-05-11T10:00:00Z","2026-06-16T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Watanabe","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-043/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-17T10:00:00Z","2026-06-02T10:00:00Z","Automated HashiCorp Vault Plugin","Sarah Silva","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-044/credentials","TLS Private Key","microservice-runtime-v5",90,"2026-05-18T10:00:00Z","2026-06-10T10:00:00Z","Manual YubiKey Escrow Procedure","Chen Silva","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-045/credentials","Database Master Password","microservice-runtime-v6",30,"2026-05-06T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Al-Mansoor","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-10"
"kv/prod/service-046/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-24T10:00:00Z","2026-06-01T10:00:00Z","Automated HashiCorp Vault Plugin","Chen Ivanov","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-047/credentials","API Bearer Token","microservice-runtime-v8",90,"2026-05-01T10:00:00Z","2026-06-13T10:00:00Z","Automated HashiCorp Vault Plugin","Zoe Novak","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-048/credentials","SSH CA Signing Key","microservice-runtime-v9",90,"2026-05-04T10:00:00Z","2026-06-25T10:00:00Z","Manual YubiKey Escrow Procedure","Zoe O'Connor","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-049/credentials","AWS IAM Credentials","microservice-runtime-v10",30,"2026-05-27T10:00:00Z","2026-06-20T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Bhat","COMPLIANT_ROTATED","VAULT-PROD-10"
"kv/prod/service-050/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-04T10:00:00Z","2026-06-15T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Kim","COMPLIANT_ROTATED","VAULT-PROD-10"
