endpoint_route,customer_tier,rate_limit_rps,burst_capacity,monthly_token_quota,overage_rate_per_1k_tokens,sla_uptime_target,latency_p99_ms,region
/v1/vector/search,Free Community,50,100,5,000,000,$0.00,99.0%,150,us-central-austin
/v1/vector/search,Free Community,50,100,5,000,000,$0.00,99.0%,150,eu-west-dublin
/v1/vector/search,Free Community,50,100,5,000,000,$0.00,99.0%,150,ap-east-singapore
/v1/vector/search,Developer Pro,250,500,100,000,000,$0.0015,99.9%,150,us-central-austin
/v1/vector/search,Developer Pro,250,500,100,000,000,$0.0015,99.9%,150,eu-west-dublin
/v1/vector/search,Developer Pro,250,500,100,000,000,$0.0015,99.9%,150,ap-east-singapore
/v1/vector/search,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,150,us-central-austin
/v1/vector/search,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,150,eu-west-dublin
/v1/vector/search,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,150,ap-east-singapore
/v1/vector/search,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,150,us-central-austin
/v1/vector/search,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,150,eu-west-dublin
/v1/vector/search,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,150,ap-east-singapore
/v1/vector/upsert,Free Community,50,100,5,000,000,$0.00,99.0%,500,us-central-austin
/v1/vector/upsert,Free Community,50,100,5,000,000,$0.00,99.0%,500,eu-west-dublin
/v1/vector/upsert,Free Community,50,100,5,000,000,$0.00,99.0%,500,ap-east-singapore
/v1/vector/upsert,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,us-central-austin
/v1/vector/upsert,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,eu-west-dublin
/v1/vector/upsert,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,ap-east-singapore
/v1/vector/upsert,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,us-central-austin
/v1/vector/upsert,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,eu-west-dublin
/v1/vector/upsert,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,ap-east-singapore
/v1/vector/upsert,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,us-central-austin
/v1/vector/upsert,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,eu-west-dublin
/v1/vector/upsert,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,ap-east-singapore
/v1/rerank/cross-encoder,Free Community,50,100,5,000,000,$0.00,99.0%,350,us-central-austin
/v1/rerank/cross-encoder,Free Community,50,100,5,000,000,$0.00,99.0%,350,eu-west-dublin
/v1/rerank/cross-encoder,Free Community,50,100,5,000,000,$0.00,99.0%,350,ap-east-singapore
/v1/rerank/cross-encoder,Developer Pro,250,500,100,000,000,$0.0015,99.9%,350,us-central-austin
/v1/rerank/cross-encoder,Developer Pro,250,500,100,000,000,$0.0015,99.9%,350,eu-west-dublin
/v1/rerank/cross-encoder,Developer Pro,250,500,100,000,000,$0.0015,99.9%,350,ap-east-singapore
/v1/rerank/cross-encoder,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,350,us-central-austin
/v1/rerank/cross-encoder,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,350,eu-west-dublin
/v1/rerank/cross-encoder,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,350,ap-east-singapore
/v1/rerank/cross-encoder,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,350,us-central-austin
/v1/rerank/cross-encoder,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,350,eu-west-dublin
/v1/rerank/cross-encoder,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,350,ap-east-singapore
/v1/eval/ragas-score,Free Community,50,100,5,000,000,$0.00,99.0%,500,us-central-austin
/v1/eval/ragas-score,Free Community,50,100,5,000,000,$0.00,99.0%,500,eu-west-dublin
/v1/eval/ragas-score,Free Community,50,100,5,000,000,$0.00,99.0%,500,ap-east-singapore
/v1/eval/ragas-score,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,us-central-austin
/v1/eval/ragas-score,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,eu-west-dublin
/v1/eval/ragas-score,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,ap-east-singapore
/v1/eval/ragas-score,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,us-central-austin
/v1/eval/ragas-score,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,eu-west-dublin
/v1/eval/ragas-score,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,ap-east-singapore
/v1/eval/ragas-score,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,us-central-austin
/v1/eval/ragas-score,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,eu-west-dublin
/v1/eval/ragas-score,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,ap-east-singapore
/v1/embeddings/batch,Free Community,50,100,5,000,000,$0.00,99.0%,500,us-central-austin
/v1/embeddings/batch,Free Community,50,100,5,000,000,$0.00,99.0%,500,eu-west-dublin
/v1/embeddings/batch,Free Community,50,100,5,000,000,$0.00,99.0%,500,ap-east-singapore
/v1/embeddings/batch,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,us-central-austin
/v1/embeddings/batch,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,eu-west-dublin
/v1/embeddings/batch,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,ap-east-singapore
/v1/embeddings/batch,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,us-central-austin
/v1/embeddings/batch,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,eu-west-dublin
/v1/embeddings/batch,Enterprise Dedicated,2000,4000,5,000,000,000,$0.0008,99.99%,500,ap-east-singapore
/v1/embeddings/batch,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,us-central-austin
/v1/embeddings/batch,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,eu-west-dublin
/v1/embeddings/batch,Custom Sovereign,10000,20000,Unlimited,$0.0008,99.99%,500,ap-east-singapore
/v1/ingest/document,Free Community,50,100,5,000,000,$0.00,99.0%,500,us-central-austin
/v1/ingest/document,Free Community,50,100,5,000,000,$0.00,99.0%,500,eu-west-dublin
/v1/ingest/document,Free Community,50,100,5,000,000,$0.00,99.0%,500,ap-east-singapore
/v1/ingest/document,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,us-central-austin
/v1/ingest/document,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,eu-west-dublin
/v1/ingest/document,Developer Pro,250,500,100,000,000,$0.0015,99.9%,500,ap-east-singapore
