secret_path,secret_type,target_service,rotation_frequency_days,last_rotated_timestamp,next_rotation_due,rotation_mechanism,rotation_lead,audit_status,vault_cluster_id
"kv/prod/service-001/credentials","SSH CA Signing Key","microservice-runtime-v2",90,"2026-05-18T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Liam Garcia","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-002/credentials","Database Master Password","microservice-runtime-v3",30,"2026-05-07T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Liam Silva","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-003/credentials","AWS IAM Credentials","microservice-runtime-v4",30,"2026-05-27T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Elena Kim","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-004/credentials","TLS Private Key","microservice-runtime-v5",90,"2026-05-13T10:00:00Z","2026-06-08T10:00:00Z","Manual YubiKey Escrow Procedure","Aris Thorne","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-005/credentials","TLS Private Key","microservice-runtime-v6",90,"2026-05-01T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Olivia Lin","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-006/credentials","TLS Private Key","microservice-runtime-v7",90,"2026-05-07T10:00:00Z","2026-06-02T10:00:00Z","Automated HashiCorp Vault Plugin","Soren Chen","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-007/credentials","TLS Private Key","microservice-runtime-v8",90,"2026-05-02T10:00:00Z","2026-06-06T10:00:00Z","Automated HashiCorp Vault Plugin","Siddharth Silva","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-008/credentials","AWS IAM Credentials","microservice-runtime-v9",30,"2026-05-15T10:00:00Z","2026-06-16T10:00:00Z","Manual YubiKey Escrow Procedure","Xavier Lin","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-009/credentials","Database Master Password","microservice-runtime-v10",30,"2026-05-27T10:00:00Z","2026-06-23T10:00:00Z","Automated HashiCorp Vault Plugin","Soren Santos","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-06"
"kv/prod/service-010/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-05T10:00:00Z","2026-06-08T10:00:00Z","Automated HashiCorp Vault Plugin","Kaito Bhat","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-011/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-05T10:00:00Z","2026-06-22T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Mueller","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-012/credentials","AWS IAM Credentials","microservice-runtime-v3",30,"2026-05-24T10:00:00Z","2026-06-16T10:00:00Z","Manual YubiKey Escrow Procedure","Matteo Smith","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-013/credentials","API Bearer Token","microservice-runtime-v4",90,"2026-05-06T10:00:00Z","2026-06-26T10:00:00Z","Automated HashiCorp Vault Plugin","Liam Takahashi","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-014/credentials","Database Master Password","microservice-runtime-v5",30,"2026-05-16T10:00:00Z","2026-06-14T10:00:00Z","Automated HashiCorp Vault Plugin","Chen Novak","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-015/credentials","TLS Private Key","microservice-runtime-v6",90,"2026-05-15T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Devon Watanabe","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-016/credentials","API Bearer Token","microservice-runtime-v7",90,"2026-05-05T10:00:00Z","2026-06-03T10:00:00Z","Manual YubiKey Escrow Procedure","Aisha Smith","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-017/credentials","API Bearer Token","microservice-runtime-v8",90,"2026-05-07T10:00:00Z","2026-06-28T10:00:00Z","Automated HashiCorp Vault Plugin","Zoe Voss","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-018/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-03T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Ethan Thorne","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-06"
"kv/prod/service-019/credentials","AWS IAM Credentials","microservice-runtime-v10",30,"2026-05-13T10:00:00Z","2026-06-21T10:00:00Z","Automated HashiCorp Vault Plugin","Liam Smith","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-020/credentials","TLS Private Key","microservice-runtime-v1",90,"2026-05-03T10:00:00Z","2026-06-02T10:00:00Z","Manual YubiKey Escrow Procedure","Raj Zhao","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-021/credentials","TLS Private Key","microservice-runtime-v2",90,"2026-05-11T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Ethan Chen","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-022/credentials","AWS IAM Credentials","microservice-runtime-v3",30,"2026-05-22T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Vance","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-023/credentials","Database Master Password","microservice-runtime-v4",30,"2026-05-26T10:00:00Z","2026-06-09T10:00:00Z","Automated HashiCorp Vault Plugin","Aisha Al-Mansoor","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-024/credentials","AWS IAM Credentials","microservice-runtime-v5",30,"2026-05-13T10:00:00Z","2026-06-04T10:00:00Z","Manual YubiKey Escrow Procedure","Gabriel Wong","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-025/credentials","API Bearer Token","microservice-runtime-v6",90,"2026-05-11T10:00:00Z","2026-06-08T10:00:00Z","Automated HashiCorp Vault Plugin","Siddharth Chen","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-026/credentials","SSH CA Signing Key","microservice-runtime-v7",90,"2026-05-05T10:00:00Z","2026-06-07T10:00:00Z","Automated HashiCorp Vault Plugin","Soren Watanabe","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-027/credentials","SSH CA Signing Key","microservice-runtime-v8",90,"2026-05-26T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Carlos Kim","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-06"
"kv/prod/service-028/credentials","Database Master Password","microservice-runtime-v9",30,"2026-05-06T10:00:00Z","2026-06-25T10:00:00Z","Manual YubiKey Escrow Procedure","Carlos Lindqvist","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-029/credentials","API Bearer Token","microservice-runtime-v10",90,"2026-05-15T10:00:00Z","2026-06-27T10:00:00Z","Automated HashiCorp Vault Plugin","Devon Bhat","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-030/credentials","Database Master Password","microservice-runtime-v1",30,"2026-05-28T10:00:00Z","2026-06-10T10:00:00Z","Automated HashiCorp Vault Plugin","Noah Al-Mansoor","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-031/credentials","AWS IAM Credentials","microservice-runtime-v2",30,"2026-05-16T10:00:00Z","2026-06-02T10:00:00Z","Automated HashiCorp Vault Plugin","Liam Nguyen","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-032/credentials","TLS Private Key","microservice-runtime-v3",90,"2026-05-17T10:00:00Z","2026-06-18T10:00:00Z","Manual YubiKey Escrow Procedure","Aris Garcia","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-033/credentials","AWS IAM Credentials","microservice-runtime-v4",30,"2026-05-12T10:00:00Z","2026-06-12T10:00:00Z","Automated HashiCorp Vault Plugin","Fatima Johnson","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-034/credentials","TLS Private Key","microservice-runtime-v5",90,"2026-05-18T10:00:00Z","2026-06-19T10:00:00Z","Automated HashiCorp Vault Plugin","Isla Santos","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-035/credentials","AWS IAM Credentials","microservice-runtime-v6",30,"2026-05-25T10:00:00Z","2026-06-17T10:00:00Z","Automated HashiCorp Vault Plugin","Beatriz Smith","COMPLIANT_ROTATED","VAULT-PROD-06"
"kv/prod/service-036/credentials","Database Master Password","microservice-runtime-v7",30,"2026-05-01T10:00:00Z","2026-06-25T10:00:00Z","Manual YubiKey Escrow Procedure","Sarah Moreau","ROTATION_SCHEDULED_DUE_SOON","VAULT-PROD-06"
"kv/prod/service-037/credentials","AWS IAM Credentials","microservice-runtime-v8",30,"2026-05-28T10:00:00Z","2026-06-18T10:00:00Z","Automated HashiCorp Vault Plugin","Mei-Ling Hale","COMPLIANT_ROTATED","VAULT-PROD-06"
